2,11.1,"Azron chooses to join the Undead Elite at the festival. He dons a cloak of obsidian feathers, a token of respect to those that have transitioned from the mortal coil. Among the Elite, there are whispered stories of the afterlife, glimpses into the world of the departed, that can only be shared by those who have crossed the veil and returned. This group is shrouded in an aura of mystery and reverence, their presence both haunting and captivating.

As he steps into their gathering, the air is thick with incense and the low hum of chanting fills the space. A sense of awe creeps up his spine as he watches the Elite prepare for the festival. Some are lost in prayer, their voices a harmonious echo in the crypt-like hall, while others prepare offerings and set up altars, their faces etched with solemn focus.

In the midst of all this, a figure stands tall, his presence undeniable. He is the Great Ape King, a monarch revered and respected. His piercing gaze meets Azron's, offering a silent welcome. On the other side of the chamber, The Bull Warrior is preparing a ceremonial tribute to the fallen. The Warrior, with his mighty horns and imposing stature, is a sight to behold.

Now, Azron must decide again. Will he stand with The Great Ape King in respect, or will he honor the fallen with The Bull Warrior?",11.2,11.29,"Stand with The Great Ape King in respect","Honor the fallen with The Bull Warrior"
2,11.2,"Respectfully, Azron approaches The Great Ape King, a towering figure, grand in stature, exuding an aura of profound wisdom. The King’s aged eyes, full of deep understanding, meet Azron's gaze. He feels a wave of recognition as the King bows slightly in return, a mutual show of respect and recognition of the importance of this festival.

Around him, the rest of the Undead Elite stand in unison, forming a solemn circle around the Great Ape King. They begin a low chant, their voices reverberating off the stone walls. As the chant grows in intensity, the energy in the room shifts, becoming almost palpable. Azron feels the hairs on the back of his neck stand as the room fills with an otherworldly energy.

As the ritual reaches its peak, an Insectoid Guest steps into the circle carrying a small wooden box. He opens it to reveal a collection of vibrantly colored stones, each pulsating with a gentle glow. The guest then proceeds to observe the tradition with the group.

To his left, the festival goers begin to gather at the city center. Azron can either choose to observe the tradition with The Insectoid Guest or gather with others at the city center.",11.39,11.3,"Observe the tradition with The Insectoid Guest","Gather at the city center"
2,11.3,"Leaving the presence of The Great Ape King, Azron makes his way through the crowded streets to the city center. The sights and sounds of the festival are at their peak here; people of all races and classes, from the high-born to the humble, have gathered in anticipation of the evening's events. A kaleidoscope of colors radiates from the decorative lanterns, painting a surreal picture on the faces of the onlookers.

In the heart of the city center stands the Soul Bridge, a towering structure made of an ancient alloy, its purpose to serve as the conduit between the physical and spiritual realms. The ethereal glow emanating from it casts long, dancing shadows across the cobblestone streets. Azron feels a shiver of excitement pass through him. It is time to demonstrate the power of the Soul Bridge.

Yet, the sheer number of people, the hubbub of the crowd, and the vibrant energy of the festival is also beckoning him to merely experience the spirituality of the festival in its full glory. He takes a deep breath and focuses, ready to make his decision.",11.49,11.4,"Demonstrate the power of the Soul Bridge","Experience the spirituality of the festival"
2,11.4,"Overwhelmed by the spectacle before him, Azron decides to immerse himself fully in the festival. He takes a step back, allowing the energy of the crowd to envelop him. A sense of unity and excitement courses through the air, reminding him of the importance of this annual event. Every cheer, every drumbeat, every gesture of respect resonates within him, creating a pulsing rhythm that mirrors the beating of his heart.

As he wanders through the crowd, he marvels at the beautiful ceremonial garments worn by his fellow citizens. Each costume tells a story, some of courage, others of loss, and yet all of them radiate the indomitable spirit of the city of Stargaze. The scents of delicious food fill the air, while the distant laughter and cheerful music create a harmony that lifts his spirits.

Suddenly, he finds himself before the Soul Bridge. He pauses, his eyes widening in awe at the intricate design and ethereal glow. Now comes the time to decide whether he will cross the boundary and connect with his ancestors or stay grounded in the festival, refusing the spiritual connection. ",11.5,11.59,"Connect with ancestors","Refuse the spiritual connection"
2,11.5,"With a firm resolve, Azron steps towards the Soul Bridge. The air around him seems to shimmer, charged with a mystical energy that beckons him towards the ethereal threshold. As he approaches, the crowds fade away, their sounds becoming distant echoes drowned out by the humming of the Soul Bridge. He can feel his heart pounding, matching the rhythm of the resonating bridge.

Drawing a deep breath, he steps onto the bridge. A surge of energy sweeps over him, and he feels an indescribable connection as if the strings of his soul are being plucked by unseen hands. Images flash before his eyes—memories of those who came before him, of battles fought, and of lives lived with honor and courage. 

The connection he feels is intense, but not overwhelming. It is as though he has reunited with old friends, recognizing their spirit in his heart. Now he must decide if he wants to delve deeper into this spiritual journey, seeking advice from the ancestors, or deny the ancestral wisdom, standing on his own.",11.6,11.69,"Seek the advice of the ancestors","Deny the ancestral wisdom"
2,11.6,"With a deep sense of reverence, Azron dives deeper into the soulful connection, embracing the wisdom of his forebears. His vision blurs, replaced with images of ancient battles and strategic triumphs, words of wisdom echoing in his mind, guiding him in decisions that have shaped his clan for generations.

He feels the strength of countless ancestors merging with his, their wisdom illuminating his mind like a beacon in the night. It's as if centuries of knowledge are seeping into him, honing his decision-making and strategizing skills, fortifying his resolve.

Simultaneously, he feels a surge of courage and the weight of responsibility. A decision lies before him - to attempt crossing the Soul Bridge and join his ancestors or remain in the physical realm, where his presence is still needed.",11.79,11.7,"Attempt to cross the Soul Bridge","Choose to remain in the physical realm"
2,11.7,"With the wisdom of his ancestors reverberating in his mind, Azron pulls back from the brink of the Soul Bridge. He feels a pull, a longing to join the ancestral spirits, but the reality of the physical world draws him back. His role among the living isn't finished yet, and he realizes that he is needed here.

He takes a deep breath, grounding himself back to reality. He can feel the spiritual energy receding, and the festival's vibrant, bustling energy fills him instead. There's a moment of disorientation as his senses adjust to the physical realm, but he embraces it, taking in the sights, sounds, and smells of the festival.

His decision made, Azron is filled with a renewed sense of purpose. He knows what he must do. He has two choices now, to either explore the festival grounds, absorbing its ethereal beauty and fervor, or to lead the festival procession, embodying the spirit of his ancestors and his renewed commitment to his people.",11.89,11.8,"Explore the festival grounds","Lead the festival procession"
2,11.8,"Embracing his newfound clarity, Azron steps forward, taking his place at the head of the procession. The crowd parts for him, their murmurs of surprise quickly replaced by cheers and applause. He lifts his head high, feeling a sense of pride and determination swelling within him. He is not a spiritual bridge, but he can be a bridge for his people here in the physical world.

As he begins to move, the crowd follows. The vibrant lights of the festival illuminate their path, casting long, dancing shadows on the ground. The air is filled with the sound of beating drums and the excited chatter of the crowd, but Azron remains focused, each step a testament to his resolve.

He finds himself at a crossroads, literally and figuratively. Does he light the ancestral incense, offering a symbol of unity between the physical and spiritual worlds? Or does he take the bold step of summoning the spirits of the ancestors, inviting them to walk alongside the people of Stargaze in the festival procession?",11.99,11.9,"Light the ancestral incense","Summon the spirits of the ancestors"
2,11.9,"With a steady hand, Azron takes the incense from its holder. The small, fragile stick feels heavy with the weight of tradition and expectation. He holds it high above his head, catching the eye of every festival-goer around him. The chatter dies down, replaced by a thick silence filled with anticipation.

He ignites the incense, the flame crackling brightly against the night. A thin trail of smoke spirals upwards, carrying a sweet, earthy scent. The aroma fills the air, enveloping the crowd and carrying them back to memories of past festivals, of family, of home.

As the smoke drifts upwards, Azron begins to see shapes forming within its wispy tendrils. Spirits of ancestors long passed appear, their ghostly forms shimmering in the moonlight. The crowd gasps, eyes wide with wonder and awe at the sight of their spectral ancestors joining them in their celebration.

Now, a decision lies before him. Does he disrupt this sacred summoning, afraid of what the appearance of these spirits might mean? Or does he guide them, inviting these ancient spirits to the Soul Bridge, in a union of the past and the present?",12.09,12,"Disrupt the ancestral summoning","Guide the spirits to the Soul Bridge"
2,12,"Stepping forward, Azron takes on the responsibility of a spirit guide. He reaches out towards the swirling specters, and as if sensing his intent, they move towards him, their ethereal forms floating softly in the cool night air. The crowd watches with bated breath as the ancient spirits dance around their guide, their forms glowing softly under the festival lights.

Leading the spirits, Azron begins his journey towards the Soul Bridge. The city center parts to let them through, a path forming naturally amidst the sea of onlookers. Every step he takes is met with whispers of awe, as the crowd watches this ceremonial procession with reverence.

Once they reach the Soul Bridge, a sight of astonishing beauty greets them. It's a bridge of luminescent arches, spiraling upwards into the night sky, shimmering with an otherworldly light. The spirits, drawn to its gleam, begin to ascend the spiraling structure, their ethereal forms glowing brighter as they draw closer to its apex.

As the spirits ascend, Azron is faced with a choice. Does he drive these spirits away from the Soul Bridge, disrupting the harmonious balance between the physical and spiritual realms? Or does he participate in the spiritual dance, guiding these spirits into the afterlife with joyous celebration?",12.1,12.19,"Drive the spirits away from the Soul Bridge","Participate in the spiritual dance"
